Timestamp,LotID,Occupancy,Capacity
2016-10-08 11:30:00,BHMBCCMKT01,254,577
2016-10-08 12:04:00,BHMBCCMKT01,306,577
2016-10-08 12:30:00,BHMBCCMKT01,320,577
2016-10-08 13:04:00,BHMBCCMKT01,348,577
2016-10-08 13:30:00,BHMBCCMKT01,357,577
2016-10-08 14:03:00,BHMBCCMKT01,395,577
2016-10-08 14:30:00,BHMBCCMKT01,400,577
2016-10-08 14:57:00,BHMBCCMKT01,395,577
2016-10-08 15:30:00,BHMBCCMKT01,406,577
2016-10-08 16:04:00,BHMBCCMKT01,381,577
2016-10-08 16:30:00,BHMBCCMKT01,365,577
2016-10-09 08:04:00,BHMBCCMKT01,42,577
2016-10-09 08:30:00,BHMBCCMKT01,42,577
2016-10-09 09:04:00,BHMBCCMKT01,43,577
2016-10-09 09:30:00,BHMBCCMKT01,43,577
2016-10-09 09:57:00,BHMBCCMKT01,50,577
2016-10-09 10:30:00,BHMBCCMKT01,64,577
2016-10-09 11:04:00,BHMBCCMKT01,100,577
2016-10-09 11:30:00,BHMBCCMKT01,126,577
2016-10-09 11:57:00,BHMBCCMKT01,148,577
2016-10-09 12:30:00,BHMBCCMKT01,170,577
2016-10-09 13:04:00,BHMBCCMKT01,189,577
2016-10-09 13:30:00,BHMBCCMKT01,205,577
2016-10-09 14:03:00,BHMBCCMKT01,208,577
2016-10-09 14:30:00,BHMBCCMKT01,209,577
2016-10-09 15:04:00,BHMBCCMKT01,191,577
2016-10-09 15:30:00,BHMBCCMKT01,180,577
2016-10-09 16:03:00,BHMBCCMKT01,155,577
2016-10-09 16:30:00,BHMBCCMKT01,133,577
2016-10-10 08:04:00,BHMBCCMKT01,54,577
2016-10-10 08:30:00,BHMBCCMKT01,56,577
2016-10-10 09:04:00,BHMBCCMKT01,65,577
2016-10-10 09:30:00,BHMBCCMKT01,73,577
2016-10-10 10:03:00,BHMBCCMKT01,92,577
2016-10-10 10:30:00,BHMBCCMKT01,113,577
2016-10-10 10:57:00,BHMBCCMKT01,144,577
2016-10-10 11:30:00,BHMBCCMKT01,149,577
2016-10-10 11:57:00,BHMBCCMKT01,159,577
2016-10-10 12:30:00,BHMBCCMKT01,171,577
2016-10-10 13:04:00,BHMBCCMKT01,176,577
2016-10-10 13:30:00,BHMBCCMKT01,172,577
2016-10-10 14:03:00,BHMBCCMKT01,161,577
2016-10-10 14:30:00,BHMBCCMKT01,154,577
2016-10-10 14:57:00,BHMBCCMKT01,137,577
2016-10-10 15:30:00,BHMBCCMKT01,129,577
2016-10-10 15:57:00,BHMBCCMKT01,130,577
2016-10-10 16:30:00,BHMBCCMKT01,114,577
2016-10-11 08:04:00,BHMBCCMKT01,56,577
2016-10-11 08:30:00,BHMBCCMKT01,64,577
2016-10-11 08:57:00,BHMBCCMKT01,74,577
2016-10-11 09:30:00,BHMBCCMKT01,93,577
2016-10-11 09:57:00,BHMBCCMKT01,129,577
2016-10-11 10:30:00,BHMBCCMKT01,167,577
2016-10-11 10:57:00,BHMBCCMKT01,200,577
2016-10-11 11:30:00,BHMBCCMKT01,219,577
2016-10-11 12:03:00,BHMBCCMKT01,225,577
2016-10-11 12:30:00,BHMBCCMKT01,221,577
2016-10-11 13:04:00,BHMBCCMKT01,217,577
2016-10-11 13:31:00,BHMBCCMKT01,217,577
2016-10-11 14:04:00,BHMBCCMKT01,208,577
2016-10-11 14:30:00,BHMBCCMKT01,191,577
2016-10-11 15:03:00,BHMBCCMKT01,167,577
2016-10-11 15:33:00,BHMBCCMKT01,159,577
2016-10-11 16:01:00,BHMBCCMKT01,150,577
2016-10-11 16:26:00,BHMBCCMKT01,127,577
2016-10-12 08:04:00,BHMBCCMKT01,51,577
2016-10-12 08:31:00,BHMBCCMKT01,57,577
2016-10-12 09:03:00,BHMBCCMKT01,64,577
2016-10-12 09:26:00,BHMBCCMKT01,73,577
2016-10-12 10:01:00,BHMBCCMKT01,99,577
2016-10-12 10:31:00,BHMBCCMKT01,112,577
2016-10-12 11:04:00,BHMBCCMKT01,127,577
2016-10-12 11:31:00,BHMBCCMKT01,128,577
2016-10-12 12:04:00,BHMBCCMKT01,143,577
2016-10-12 12:31:00,BHMBCCMKT01,158,577
2016-10-12 13:04:00,BHMBCCMKT01,157,577
2016-10-12 13:34:00,BHMBCCMKT01,164,577
2016-10-12 14:03:00,BHMBCCMKT01,167,577
2016-10-12 14:34:00,BHMBCCMKT01,159,577
2016-10-12 15:01:00,BHMBCCMKT01,140,577
2016-10-12 15:30:00,BHMBCCMKT01,128,577
2016-10-12 15:57:00,BHMBCCMKT01,121,577
2016-10-12 16:31:00,BHMBCCMKT01,111,577
2016-10-13 07:57:00,BHMBCCMKT01,58,577
2016-10-13 08:31:00,BHMBCCMKT01,65,577
2016-10-13 09:04:00,BHMBCCMKT01,76,577
2016-10-13 09:31:00,BHMBCCMKT01,97,577
2016-10-13 09:57:00,BHMBCCMKT01,127,577
2016-10-13 10:31:00,BHMBCCMKT01,166,577
2016-10-13 11:04:00,BHMBCCMKT01,200,577
2016-10-13 11:31:00,BHMBCCMKT01,220,577
2016-10-13 11:57:00,BHMBCCMKT01,230,577
2016-10-13 12:31:00,BHMBCCMKT01,231,577
2016-10-13 13:04:00,BHMBCCMKT01,214,577
2016-10-13 13:31:00,BHMBCCMKT01,203,577
2016-10-13 13:57:00,BHMBCCMKT01,205,577
2016-10-13 14:31:00,BHMBCCMKT01,181,577
2016-10-13 15:04:00,BHMBCCMKT01,162,577
2016-10-13 15:31:00,BHMBCCMKT01,144,577
2016-10-13 16:04:00,BHMBCCMKT01,132,577
2016-10-13 16:31:00,BHMBCCMKT01,130,577
2016-10-14 08:01:00,BHMBCCMKT01,53,577
2016-10-14 08:27:00,BHMBCCMKT01,57,577
2016-10-14 09:01:00,BHMBCCMKT01,67,577
2016-10-14 09:27:00,BHMBCCMKT01,100,577
2016-10-14 10:01:00,BHMBCCMKT01,134,577
2016-10-14 10:27:00,BHMBCCMKT01,157,577
2016-10-14 11:01:00,BHMBCCMKT01,205,577
2016-10-14 11:27:00,BHMBCCMKT01,220,577
2016-10-14 12:01:00,BHMBCCMKT01,224,577
2016-10-14 12:27:00,BHMBCCMKT01,213,577
2016-10-14 13:01:00,BHMBCCMKT01,205,577
2016-10-14 13:27:00,BHMBCCMKT01,201,577
2016-10-14 14:01:00,BHMBCCMKT01,182,577
2016-10-14 14:34:00,BHMBCCMKT01,174,577
2016-10-14 15:01:00,BHMBCCMKT01,171,577
2016-10-14 15:27:00,BHMBCCMKT01,161,577
2016-10-14 16:01:00,BHMBCCMKT01,138,577
2016-10-14 16:34:00,BHMBCCMKT01,134,577
2016-10-15 08:01:00,BHMBCCMKT01,53,577
2016-10-15 08:34:00,BHMBCCMKT01,63,577
2016-10-15 09:01:00,BHMBCCMKT01,77,577
2016-10-15 09:27:00,BHMBCCMKT01,101,577
2016-10-15 10:01:00,BHMBCCMKT01,154,577
2016-10-15 10:27:00,BHMBCCMKT01,171,577
2016-10-15 11:01:00,BHMBCCMKT01,211,577
2016-10-15 11:27:00,BHMBCCMKT01,239,577
2016-10-15 12:01:00,BHMBCCMKT01,276,577
2016-10-15 12:27:00,BHMBCCMKT01,297,577
2016-10-15 13:01:00,BHMBCCMKT01,332,577
2016-10-15 13:34:00,BHMBCCMKT01,352,577
2016-10-15 14:01:00,BHMBCCMKT01,391,577
2016-10-15 14:27:00,BHMBCCMKT01,409,577
2016-10-15 15:01:00,BHMBCCMKT01,442,577
2016-10-15 15:27:00,BHMBCCMKT01,428,577
2016-10-15 16:01:00,BHMBCCMKT01,412,577
2016-10-15 16:27:00,BHMBCCMKT01,393,577
2016-10-16 08:04:00,BHMBCCMKT01,48,577
2016-10-16 08:27:00,BHMBCCMKT01,48,577
2016-10-16 09:01:00,BHMBCCMKT01,55,577
2016-10-16 09:27:00,BHMBCCMKT01,57,577
2016-10-16 10:04:00,BHMBCCMKT01,57,577
2016-10-16 10:34:00,BHMBCCMKT01,56,577
2016-10-16 11:01:00,BHMBCCMKT01,56,577
2016-10-16 11:27:00,BHMBCCMKT01,56,577
2016-10-16 12:01:00,BHMBCCMKT01,65,577
2016-10-16 12:27:00,BHMBCCMKT01,105,577
2016-10-16 13:01:00,BHMBCCMKT01,131,577
2016-10-16 13:27:00,BHMBCCMKT01,146,577
2016-10-16 14:01:00,BHMBCCMKT01,170,577
2016-10-16 14:27:00,BHMBCCMKT01,180,577
2016-10-16 15:01:00,BHMBCCMKT01,192,577
2016-10-16 15:31:00,BHMBCCMKT01,185,577
2016-10-16 15:57:00,BHMBCCMKT01,173,577
2016-10-16 16:31:00,BHMBCCMKT01,154,577
2016-10-17 08:01:00,BHMBCCMKT01,50,577
2016-10-17 08:27:00,BHMBCCMKT01,54,577
2016-10-17 09:01:00,BHMBCCMKT01,66,577
2016-10-17 09:27:00,BHMBCCMKT01,76,577
2016-10-17 10:04:00,BHMBCCMKT01,112,577
2016-10-17 10:31:00,BHMBCCMKT01,119,577
2016-10-17 11:04:00,BHMBCCMKT01,144,577
2016-10-17 11:31:00,BHMBCCMKT01,153,577
2016-10-17 12:04:00,BHMBCCMKT01,159,577
2016-10-17 12:31:00,BHMBCCMKT01,154,577
2016-10-17 12:57:00,BHMBCCMKT01,154,577
2016-10-17 13:31:00,BHMBCCMKT01,157,577
2016-10-17 14:04:00,BHMBCCMKT01,161,577
2016-10-17 14:31:00,BHMBCCMKT01,147,577
2016-10-17 14:57:00,BHMBCCMKT01,133,577
2016-10-17 15:31:00,BHMBCCMKT01,121,577
2016-10-17 15:57:00,BHMBCCMKT01,115,577
2016-10-17 16:28:00,BHMBCCMKT01,110,577
2016-10-18 08:01:00,BHMBCCMKT01,57,577
2016-10-18 08:28:00,BHMBCCMKT01,60,577
2016-10-18 09:01:00,BHMBCCMKT01,72,577
2016-10-18 09:28:00,BHMBCCMKT01,91,577
2016-10-18 10:01:00,BHMBCCMKT01,145,577
2016-10-18 10:28:00,BHMBCCMKT01,178,577
2016-10-18 11:01:00,BHMBCCMKT01,220,577
2016-10-18 11:27:00,BHMBCCMKT01,228,577
2016-10-18 12:01:00,BHMBCCMKT01,231,577
2016-10-18 12:27:00,BHMBCCMKT01,224,577
2016-10-18 13:01:00,BHMBCCMKT01,237,577
2016-10-18 13:28:00,BHMBCCMKT01,227,577
2016-10-18 13:54:00,BHMBCCMKT01,226,577
2016-10-18 14:27:00,BHMBCCMKT01,200,577
2016-10-18 15:01:00,BHMBCCMKT01,165,577
2016-10-18 15:27:00,BHMBCCMKT01,157,577
2016-10-18 15:55:00,BHMBCCMKT01,149,577
2016-10-18 16:27:00,BHMBCCMKT01,124,577
2016-10-19 08:05:00,BHMBCCMKT01,49,577
2016-10-19 08:25:00,BHMBCCMKT01,51,577
2016-10-19 08:58:00,BHMBCCMKT01,59,577
2016-10-19 09:32:00,BHMBCCMKT01,76,577
2016-10-19 09:58:00,BHMBCCMKT01,105,577
2016-10-19 10:25:00,BHMBCCMKT01,135,577
2016-10-19 10:59:00,BHMBCCMKT01,156,577
2016-10-19 11:25:00,BHMBCCMKT01,177,577
2016-10-19 11:59:00,BHMBCCMKT01,181,577
2016-10-19 12:25:00,BHMBCCMKT01,171,577
2016-10-19 12:58:00,BHMBCCMKT01,165,577
2016-10-19 13:25:00,BHMBCCMKT01,167,577
2016-10-19 13:58:00,BHMBCCMKT01,161,577
2016-10-19 14:32:00,BHMBCCMKT01,156,577
2016-10-19 14:58:00,BHMBCCMKT01,144,577
2016-10-19 15:32:00,BHMBCCMKT01,127,577
2016-10-19 15:59:00,BHMBCCMKT01,117,577
2016-10-19 16:25:00,BHMBCCMKT01,110,577
2016-10-22 07:59:00,BHMBCCMKT01,57,577
2016-10-22 08:26:00,BHMBCCMKT01,59,577
2016-10-22 08:59:00,BHMBCCMKT01,72,577
2016-10-22 09:26:00,BHMBCCMKT01,93,577
2016-10-22 09:59:00,BHMBCCMKT01,130,577
2016-10-22 10:26:00,BHMBCCMKT01,156,577
2016-10-22 10:59:00,BHMBCCMKT01,198,577
2016-10-22 11:32:00,BHMBCCMKT01,239,577
2016-10-22 11:59:00,BHMBCCMKT01,261,577
2016-10-22 12:32:00,BHMBCCMKT01,324,577
2016-10-22 12:59:00,BHMBCCMKT01,359,577
2016-10-22 13:32:00,BHMBCCMKT01,380,577
2016-10-22 13:59:00,BHMBCCMKT01,408,577
2016-10-22 14:39:00,BHMBCCMKT01,430,577
2016-10-22 14:59:00,BHMBCCMKT01,424,577
2016-10-22 15:26:00,BHMBCCMKT01,403,577
2016-10-22 15:59:00,BHMBCCMKT01,384,577
2016-10-22 16:26:00,BHMBCCMKT01,340,577
2016-10-23 07:59:00,BHMBCCMKT01,47,577
2016-10-23 08:26:00,BHMBCCMKT01,48,577
2016-10-23 08:59:00,BHMBCCMKT01,51,577
2016-10-23 09:26:00,BHMBCCMKT01,50,577
2016-10-23 09:59:00,BHMBCCMKT01,54,577
2016-10-23 10:26:00,BHMBCCMKT01,60,577
2016-10-23 10:59:00,BHMBCCMKT01,80,577
2016-10-23 11:26:00,BHMBCCMKT01,107,577
2016-10-23 11:59:00,BHMBCCMKT01,125,577
2016-10-23 12:26:00,BHMBCCMKT01,144,577
2016-10-23 13:06:00,BHMBCCMKT01,175,577
2016-10-23 13:26:00,BHMBCCMKT01,192,577
2016-10-23 13:59:00,BHMBCCMKT01,215,577
2016-10-23 14:26:00,BHMBCCMKT01,226,577
2016-10-23 14:59:00,BHMBCCMKT01,219,577
2016-10-23 15:26:00,BHMBCCMKT01,215,577
2016-10-23 15:59:00,BHMBCCMKT01,179,577
2016-10-23 16:26:00,BHMBCCMKT01,150,577
2016-10-24 07:56:00,BHMBCCMKT01,47,577
2016-10-24 08:29:00,BHMBCCMKT01,55,577
2016-10-24 09:03:00,BHMBCCMKT01,62,577
2016-10-24 09:30:00,BHMBCCMKT01,73,577
2016-10-24 09:55:00,BHMBCCMKT01,87,577
2016-10-24 10:30:00,BHMBCCMKT01,114,577
2016-10-24 11:03:00,BHMBCCMKT01,137,577
2016-10-24 11:29:00,BHMBCCMKT01,155,577
2016-10-24 12:02:00,BHMBCCMKT01,173,577
2016-10-24 12:30:00,BHMBCCMKT01,191,577
2016-10-24 12:56:00,BHMBCCMKT01,198,577
2016-10-24 13:30:00,BHMBCCMKT01,208,577
2016-10-24 13:56:00,BHMBCCMKT01,219,577
2016-10-24 14:30:00,BHMBCCMKT01,215,577
2016-10-24 14:56:00,BHMBCCMKT01,209,577
2016-10-24 15:32:00,BHMBCCMKT01,209,577
2016-10-24 16:00:00,BHMBCCMKT01,192,577
2016-10-24 16:33:00,BHMBCCMKT01,175,577
2016-10-25 08:00:00,BHMBCCMKT01,54,577
2016-10-25 08:26:00,BHMBCCMKT01,55,577
2016-10-25 09:00:00,BHMBCCMKT01,82,577
2016-10-25 09:19:00,BHMBCCMKT01,95,577
2016-10-25 09:56:00,BHMBCCMKT01,129,577
2016-10-25 10:29:00,BHMBCCMKT01,173,577
2016-10-25 10:56:00,BHMBCCMKT01,202,577
2016-10-25 11:29:00,BHMBCCMKT01,249,577
2016-10-25 12:02:00,BHMBCCMKT01,290,577
2016-10-25 12:29:00,BHMBCCMKT01,303,577
2016-10-25 13:03:00,BHMBCCMKT01,331,577
2016-10-25 13:29:00,BHMBCCMKT01,345,577
2016-10-25 13:56:00,BHMBCCMKT01,363,577
2016-10-25 14:29:00,BHMBCCMKT01,365,577
2016-10-25 15:02:00,BHMBCCMKT01,340,577
2016-10-25 15:29:00,BHMBCCMKT01,302,577
2016-10-25 15:56:00,BHMBCCMKT01,273,577
2016-10-25 16:29:00,BHMBCCMKT01,226,577
2016-10-26 07:59:00,BHMBCCMKT01,56,577
2016-10-26 08:32:00,BHMBCCMKT01,63,577
2016-10-26 08:59:00,BHMBCCMKT01,70,577
2016-10-26 09:26:00,BHMBCCMKT01,87,577
2016-10-26 09:59:00,BHMBCCMKT01,108,577
2016-10-26 10:26:00,BHMBCCMKT01,125,577
2016-10-26 10:59:00,BHMBCCMKT01,159,577
2016-10-26 11:26:00,BHMBCCMKT01,182,577
2016-10-26 11:59:00,BHMBCCMKT01,198,577
2016-10-26 12:26:00,BHMBCCMKT01,205,577
2016-10-26 12:59:00,BHMBCCMKT01,231,577
2016-10-26 13:26:00,BHMBCCMKT01,244,577
2016-10-26 13:59:00,BHMBCCMKT01,260,577
2016-10-26 14:26:00,BHMBCCMKT01,267,577
2016-10-26 14:59:00,BHMBCCMKT01,252,577
2016-10-26 15:26:00,BHMBCCMKT01,238,577
2016-10-26 15:59:00,BHMBCCMKT01,212,577
2016-10-26 16:32:00,BHMBCCMKT01,180,577
2016-10-27 07:59:00,BHMBCCMKT01,54,577
2016-10-27 08:32:00,BHMBCCMKT01,60,577
2016-10-27 08:59:00,BHMBCCMKT01,69,577
2016-10-27 09:32:00,BHMBCCMKT01,90,577
2016-10-27 09:59:00,BHMBCCMKT01,102,577
2016-10-27 10:25:00,BHMBCCMKT01,117,577
2016-10-27 10:59:00,BHMBCCMKT01,160,577
2016-10-27 11:32:00,BHMBCCMKT01,189,577
2016-10-27 11:59:00,BHMBCCMKT01,207,577
2016-10-27 12:26:00,BHMBCCMKT01,222,577
2016-10-27 12:59:00,BHMBCCMKT01,247,577
2016-10-27 13:32:00,BHMBCCMKT01,271,577
2016-10-27 13:59:00,BHMBCCMKT01,279,577
2016-10-27 14:26:00,BHMBCCMKT01,280,577
2016-10-27 14:59:00,BHMBCCMKT01,266,577
2016-10-27 15:26:00,BHMBCCMKT01,263,577
2016-10-27 15:59:00,BHMBCCMKT01,241,577
2016-10-27 16:26:00,BHMBCCMKT01,225,577
2016-10-28 08:16:00,BHMBCCMKT01,57,577
2016-10-28 08:16:00,BHMBCCMKT01,57,577
2016-10-28 08:56:00,BHMBCCMKT01,69,577
2016-10-28 09:29:00,BHMBCCMKT01,99,577
2016-10-28 10:02:00,BHMBCCMKT01,135,577
2016-10-28 10:29:00,BHMBCCMKT01,171,577
2016-10-28 10:56:00,BHMBCCMKT01,196,577
2016-10-28 11:29:00,BHMBCCMKT01,230,577
2016-10-28 12:02:00,BHMBCCMKT01,262,577
2016-10-28 12:29:00,BHMBCCMKT01,269,577
2016-10-28 13:02:00,BHMBCCMKT01,266,577
2016-10-28 13:29:00,BHMBCCMKT01,275,577
2016-10-28 14:02:00,BHMBCCMKT01,296,577
2016-10-28 14:29:00,BHMBCCMKT01,290,577
2016-10-28 15:02:00,BHMBCCMKT01,282,577
2016-10-28 15:29:00,BHMBCCMKT01,269,577
2016-10-28 16:02:00,BHMBCCMKT01,256,577
2016-10-28 16:29:00,BHMBCCMKT01,220,577
2016-10-29 07:59:00,BHMBCCMKT01,51,577
2016-10-29 08:26:00,BHMBCCMKT01,56,577
2016-10-29 08:59:00,BHMBCCMKT01,66,577
2016-10-29 09:26:00,BHMBCCMKT01,91,577
2016-10-29 09:59:00,BHMBCCMKT01,124,577
2016-10-29 10:26:00,BHMBCCMKT01,164,577
2016-10-29 10:59:00,BHMBCCMKT01,213,577
2016-10-29 11:25:00,BHMBCCMKT01,267,577
2016-10-29 12:06:00,BHMBCCMKT01,314,577
2016-10-29 12:26:00,BHMBCCMKT01,339,577
2016-10-29 12:59:00,BHMBCCMKT01,338,577
2016-10-29 13:26:00,BHMBCCMKT01,368,577
2016-10-29 13:59:00,BHMBCCMKT01,366,577
2016-10-29 14:26:00,BHMBCCMKT01,374,577
2016-10-29 14:59:00,BHMBCCMKT01,414,577
2016-10-29 15:26:00,BHMBCCMKT01,417,577
2016-10-29 15:59:00,BHMBCCMKT01,417,577
2016-10-29 16:26:00,BHMBCCMKT01,369,577
2016-10-30 07:59:00,BHMBCCMKT01,43,577
2016-10-30 07:59:00,BHMBCCMKT01,43,577
2016-10-30 07:59:00,BHMBCCMKT01,43,577
2016-10-30 08:25:00,BHMBCCMKT01,44,577
2016-10-30 08:59:00,BHMBCCMKT01,45,577
2016-10-30 09:25:00,BHMBCCMKT01,44,577
2016-10-30 09:59:00,BHMBCCMKT01,47,577
2016-10-30 10:25:00,BHMBCCMKT01,61,577
2016-10-30 10:59:00,BHMBCCMKT01,84,577
2016-10-30 11:25:00,BHMBCCMKT01,107,577
2016-10-30 11:59:00,BHMBCCMKT01,122,577
2016-10-30 12:26:00,BHMBCCMKT01,142,577
2016-10-30 13:06:00,BHMBCCMKT01,169,577
2016-10-30 13:25:00,BHMBCCMKT01,177,577
2016-10-30 13:59:00,BHMBCCMKT01,182,577
2016-10-30 14:32:00,BHMBCCMKT01,183,577
2016-10-30 15:00:00,BHMBCCMKT01,157,577
2016-10-30 15:32:00,BHMBCCMKT01,147,577
2016-10-31 08:00:00,BHMBCCMKT01,49,577
2016-10-31 08:26:00,BHMBCCMKT01,58,577
2016-10-31 09:00:00,BHMBCCMKT01,67,577
2016-10-31 09:26:00,BHMBCCMKT01,92,577
2016-10-31 10:00:00,BHMBCCMKT01,111,577
2016-10-31 10:26:00,BHMBCCMKT01,129,577
2016-10-31 11:00:00,BHMBCCMKT01,166,577
2016-10-31 11:26:00,BHMBCCMKT01,178,577
2016-10-31 12:00:00,BHMBCCMKT01,198,577
2016-10-31 12:26:00,BHMBCCMKT01,199,577
2016-10-31 13:00:00,BHMBCCMKT01,198,577
2016-10-31 13:26:00,BHMBCCMKT01,201,577
2016-10-31 13:59:00,BHMBCCMKT01,189,577
2016-10-31 14:26:00,BHMBCCMKT01,185,577
2016-10-31 15:00:00,BHMBCCMKT01,160,577
2016-10-31 15:27:00,BHMBCCMKT01,141,577
2016-10-31 16:00:00,BHMBCCMKT01,130,577
2016-10-31 16:26:00,BHMBCCMKT01,121,577
2016-11-01 08:06:00,BHMBCCMKT01,50,577
2016-11-01 08:26:00,BHMBCCMKT01,54,577
2016-11-01 09:00:00,BHMBCCMKT01,69,577
2016-11-01 09:26:00,BHMBCCMKT01,91,577
2016-11-01 10:00:00,BHMBCCMKT01,135,577
2016-11-01 10:26:00,BHMBCCMKT01,163,577
2016-11-01 11:00:00,BHMBCCMKT01,185,577
2016-11-01 11:26:00,BHMBCCMKT01,207,577
2016-11-01 12:00:00,BHMBCCMKT01,239,577
2016-11-01 12:26:00,BHMBCCMKT01,244,577
2016-11-01 13:00:00,BHMBCCMKT01,243,577
2016-11-01 13:26:00,BHMBCCMKT01,241,577
2016-11-01 14:00:00,BHMBCCMKT01,229,577
2016-11-01 14:26:00,BHMBCCMKT01,199,577
2016-11-01 15:00:00,BHMBCCMKT01,180,577
2016-11-01 15:27:00,BHMBCCMKT01,167,577
2016-11-01 16:00:00,BHMBCCMKT01,153,577
2016-11-01 16:33:00,BHMBCCMKT01,133,577
2016-11-02 07:56:00,BHMBCCMKT01,50,577
2016-11-02 08:30:00,BHMBCCMKT01,52,577
2016-11-02 08:56:00,BHMBCCMKT01,57,577
2016-11-02 09:30:00,BHMBCCMKT01,81,577
2016-11-02 09:56:00,BHMBCCMKT01,97,577
2016-11-02 10:29:00,BHMBCCMKT01,125,577
2016-11-02 10:56:00,BHMBCCMKT01,144,577
2016-11-02 11:30:00,BHMBCCMKT01,167,577
2016-11-02 11:56:00,BHMBCCMKT01,169,577
2016-11-02 12:30:00,BHMBCCMKT01,184,577
2016-11-02 13:03:00,BHMBCCMKT01,192,577
2016-11-02 13:30:00,BHMBCCMKT01,188,577
